Band;Ort Grimm;Ort XY;Y;X;Jahr eigene;Jahr;Region eigene;Region Grimm;Wein;Haus
1;Limburg an der Lahn;;50,38333333;8,066666667;1720;1720;WMD;WMD;ei;
1;Limburg an der Lahn;;50,38333333;8,066666667;1374;1374;WMD;WMD;;
5;Limersheim;;;;NN;NN;Elsass;Elsass;ei;
5;Lingenfeld;;;;1515;1515;WMD;WMD;ei;
1;Linz am Rhein Nonnenkloster;;50,568611;7,283056;1501;16. Jh. Anfang;WMD;WMD;;
4;Logenheim;;;;1404;1404;Elsass;Elsass;i;u
3;Lohmar;;50,82;7,22;1570;1570;NDT;Westfalen;;
3;Lohr;;49,99;9,58;1450;1425–1457;MDT;Franken;;au
5;Lohr (Elsass);;;;NN;NN;Elsass;Elsass;i;
2;Lommersum (bei Zülpich);;;;NN;NN;WMD;WMD;;au
1;Lörrach;;;;NN;NN;WOD;Schwarzwald;i;
1;Lorsch;;;;1423;1423;MDT;MDT;i;u
6;Losheim;;49,509777;6,756679;1599;1599;MDT;MDT;ei;
6;Losheim;;49,509777;6,756679;1590;1590;MDT;MDT;;
1;Loßburg Schemberg Biechlinsberg Renharzow;;;;1539;1539;WOD;Schwaben;;au
2;Lössenich (bei Münstereifel);;;;1529;1529;WMD;WMD;ei;
2;Lössenich bei Zülpich;;50,672222;6,669167;1529;1529;WMD;WMD;;
3;Lottum;;51,44;6,11;1428;1428;NDT;Westfalen;;
1;Lussheim am Rhein bei Speyer;;49,299722;8,5;1516;1516;WMD;WMD;i;
4;Luszhart bei Bruchsal;;49,1243;8,5979;1434;1434;WOD;Schwaben;;
5;Lutter Brunn (bei Belfort);;;;1450;1450;Elsass;Elsass;ei;au
4;Lutterbach;;47,75972222;7,280555556;1401;15. Jh. Anfang;Elsass;Elsass;i;
4;Lützelau FAKE (Werkmüller 1972: 163);;;;NN;NN;;;;
2;Luxem bei Düren, Zülpich;;50,319444;7,106667;1544;1544;WMD;WMD;ei;au
2;Luxingen (Eifel);;;;1563;1563;WMD;WMD;ei;
2;Lymersdorf = Leimersdorf bei Remagen;;50,585245;7,133571;1559;1559;WMD;WMD;;
5;Magdenau;;47,40160262;9,17066575;1450;15. Jh.;CH;CH;;u
6;Maikammer;;49,30638889;8,129444444;1577;1577;MDT;MDT;;au
1;Mainz;;50;8,271111111;NN;NN;WMD;WMD;;
1;Mainz FAKE (Werkmüller 1972: 162);;50;8,271111111;Anfang 15. Jh.;Anfang 15. Jh.;;;;
3;Malching;;48,31;13,19;1350;14. Jh.;OOD;Baiern;;
4;Malters an der Emme (Lucern);;;;1300;Anfang 14. Jh.;CH;CH;;u
3;Manderfeld (Eifel);;;;NN;NN;WMD;WMD;ei;
6;Mandern;;;;1537;1537;WMD;WMD;ei;
2;Mannenbach;Mannebach (Beltheim);;;1601;1601;WMD;WMD;ei;
2;Mannenbach bei Beltheim;;50,111026;7,432213;1601;1601;WMD;WMD;;
6;Marbach im Rheinthal bei Altstetten St. Gallen;;47,39202;9,56889;1487;1487;CH;CH;;u
6;Markt Offingen;Offingen bei Wallerstein;48,923611;10,468056;1381;1381;WOD;Schwaben;ei;au
2;Martinsdorf;;;;1542;1542;WMD;WMD;ei;
6;Martrachdorf;;50,552222;7,714444;1548;1548;WMD;WMD;;
5;Mattstall;;48,986807;7,760403;NN;NN;Elsass;Elsass;;au
6;Mayen;;50,329615;7,221258;1556;1556;WMD;WMD;ei;
6;Mayen;;50,329615;7,221258;NN;NN;WMD;WMD;ei;
6;Mayen;;50,329615;7,221258;1605;1605;WMD;WMD;;
3;Mayerhofen und Bergern/Berging;;48,14;14,65;1450;15. Jh;OOD;AT;;
4;Meddersheim;;49,776944;7,618333;1514;1514;WMD;WMD;ei;au
3;Medebach;;;;1580;1580;NDT;Westfalen;;au
2;Meien;Mayen;50,329615;7,221258;NN;NN;WMD;WMD;ei;
3;Meiningen;;50,57;10,42;1450;1450;MDT;Franken;;
5;Melbach;;50,38055556;8,808333333;1475;1475;MDT;Hessen;;u
5;Menchhofen;;;;1621;1621;Elsass;Elsass;ei;
2;Mengerschied (Hundsrück);;;;1539;1539;WMD;WMD;ei;
4;Menzweiler;;;;1429;1429;WMD;WMD;i;
4;Merlischachen bei Kusznacht;;47,065725;8,408202;1550;16. Jh.;CH;CH;;
2;Merzig (Saar);;;;1529;1529;WMD;WMD;ei;
6;Merzig an der Saar;;;;1529;1529;WMD;WMD;ei;
6;Mesenich an der Mosel;;50,0975;7,197778;1507;1507;WMD;WMD;i_ei;
2;Metloch (Saar);;;;1493;1493;WMD;WMD;i;
2;Metloch (Saar);;;;1485;1485;WMD;WMD;ei;au
4;Mettau (bei Laufenburg im Argau);;;;1428;1428;CH;CH;;u
2;Metternich (bei Koblenz);;;;1536;1536;WMD;WMD;ei;
4;Metzeral bei Sigolsheim;;;;1401;Anfang 15. Jh.;Elsass;Elsass;i;
2;Michelbach (Hochwald);;49,465047;6,838387;1514;1514;WMD;WMD;ei;
2;Michelnbach;Tholey ggf. Macherbach;;;1514;1514;WMD;WMD;ei;
4;Miel (bei Ollheim);;;;NN;NN;WMD;WMD;ei;
3;Millingen (Mosel);;;;NN;NN;WMD;WMD;i;
5;Mittelbrexbach;;;;1482;1482;WMD;WMD;ei;au
4;Mittelwir bei Sigolsheim;;48,150833;7,319444;1585;1585;Elsass;Elsass;i;
5;Mockstadt;;;;1663;1663;MDT;Hessen;ei;au
5;Moelinbach (bei Rheinfelden und Mumpf);;;;1594;1594;CH;CH;i;au
1;Molkirch bei Berse und Haslach;;48,5072;7,3861;1548;1548;Elsass;Elsass;;u_au
3;Monre;;50,79;10,1;1457;1457;MDT;Thüringen;;
2;Montcler;Burg Montclair ;;;1521;1521;WMD;WMD;i;
2;Monzel bei Osan (Mosel);;49,921667;6,955278;1594;1594;WMD;WMD;;
1;Mörfeld bei Darmstadt;;49,975827;8,567896;NN;NN;MDT;MDT;ei;
2;Möringer Wald;Blankenheim-Wald;;;1518;1518;WMD;WMD;ei;
2;Moselweis;;;;1580;1580;WMD;WMD;ei;
2;Moselweis bei Koblenz;;50,350833;7,558611;1580;1580;WMD;WMD;;
6;Moshaim bei Haidau Regensburg;;48,925502;12,270934;1301;14. Jh. Anfang;OOD;Baiern;;au
5;Muenzenberg;Münzenberg;;;1427;1427;MDT;MDT;i;
6;Muestert auch Mosel-Münster;;;;1672;1672;WMD;WMD;ei;
4;Muggenhausen (Schwarzmaar);;;;1555;1555;WMD;WMD;ei;
6;Mühldorf (bei Öttingen);;;;1588;1588;OOD;Baiern;;au
1;Mülbach;Mollkirch;;;NN;NN;Elsass;Elsass;ei;
1;Mülheim;;;;1475;1475;CH;CH;i;
3;Mümlingen;Mümling bei Michelstadt;;;1422;1422;MDT;Franken;i;
5;Mumpf am Rhein bei Säckingen;;;;1535;1535;CH;CH;i;
3;Münder;;52,2;9,47;NN;NN;NDT;Niedersachsen;;
3;Münster (Westfalen);;;;NN;NN;NDT;Westfalen;i;
4;Münster bei Colmar;;48,041389;7,134167;1339;1339;Elsass;Elsass;i_ei;
4;Münster bei Colmar;;48,041389;7,134167;1498;1498;Elsass;Elsass;;
6;Münstermaifeld Eifel;;50,2475;7,363056;NN;NN;WMD;WMD;ei;
2;Münstermainfeld;;50,2475;7,363056;1372;1372;WMD;WMD;;
5;Muri;;47;8;1413;1413;CH;CH;i;u
6;Mürstert bei Berncastel;;49,916111;7,069444;1672;1672;WMD;WMD;;
6;Mütscheid bei Münster-Eifel;;50,480211;6,843119;1622;1622;WMD;WMD;ei;au
4;Muttenz;;47,52768;7,645004;1464;1464;CH;CH;;
4;Nackenheim;;;;1510;1510;WMD;WMD;ei;
6;Naeher-Memmingen;;;;NN;Abschrift 17. Jh. Z.T. 1366;WOD;Schwaben;ei;
2;Nalbach;;;;1532;1532;WMD;WMD;ei;
5;Nanstuhl Nanstein heute Landstuhl;Landstuhl;;;NN;NN;WMD;WMD;ei;
4;Naumberg;;49,79837;7,9224;1450;15. Jh.;MDT;MDT;;
3;Naumburg;;;;1465;1465;MDT;Hessen;;au
2;Neef (Eifel);;;;1653;1653;WMD;WMD;ei;
1;Neftenbach bei Winterthur;;47,528611;8,668328;NN;NN;CH;CH;i;
4;Neubamberg bei Alzey;;;;1450;15. Jh.;WMD;WMD;i;
4;Neuenzelle;;;;1350;14. Jh.;WOD;Schwarzwald;i;u
5;Neugartheim;;;;NN;NN;Elsass;Elsass;ei;au
1;Neukilch im Klettgau;;47,690275;8,499161;1330;1330;CH;CH;i;u
1;Neukilch im Klettgau;;47,690275;8,499161;NN;NN;CH;CH;;
3;Neukirchen;;;;1486;1486;MDT;Hessen;;u
2;Neumagen (Mosel);;49,85951;6,89762;1315;1315;WMD;WMD;;
2;Neumagen (Mosel);;;;1315;1315;WMD;WMD;ei;
2;Neumünster (Saar);Ottweiler;;;NN;NN;WMD;WMD;i;
5;Neunkirchen Balborn (bei Winnweiler);;;;NN;NN;WMD;WMD;ei;
6;Neunkirchen Wallen (bei Merzig);;;;1551;1551;WMD;WMD;i;
6;Neustadt (bei Wertheim);;;;1534;1534;MDT;Franken;ei;
6;Neustadt Erlach ;;49,929748;9,574894;1494;1494;MDT;Franken;ei;au
1;Neuweiler (Pfalzburg);;;;NN;NN;Elsass;Elsass;i_ei;u
1;Nidda;;50,412778;9,009167;NN;NN;MDT;MDT;ei;
1;Niderbüren;;;;1469;1469;CH;CH;i;
1;Niderneggenheim;;;;NN;NN;WOD;Schwarzwald;i;
4;Nieder- und Mättmenhalse;;;;1436;1436;CH;CH;i;u
6;Nieder-Altertheim bei Würzburg;;49,729722;9,743889;1420;1420;MDT;Franken;i;
5;Nieder-Mockstadt;;50,33299444;8,944447222;1663;1663;MDT;Hessen;;
4;Niederburnhaupt;;47,71777778;7,161666667;1382;1382;Elsass;Elsass;i;
1;Niederdreiss;;;;1622;1622;MDT;MDT;ei;au
3;Niederernst;;50,14;7,23;1584;1584;WMD;Moselfränkisch;ei;
3;Niederernst (Mosel);;;;1584;1584;WMD;WMD;ei;
2;Niederfell (Mosel);;;;NN;NN;WMD;WMD;ei;
2;Niedermendig;Mendig;;;1382;1382;WMD;WMD;i;
2;Niedermendig;Mendig;;;1563;1563;WMD;WMD;ei;
4;Niederolm;;;;NN;NN;WMD;WMD;i;
2;Niederprüm;;;;1576;1576;WMD;WMD;ei;au
4;Niederroden (bei Babenhausen, Dreieicherhain);;;;1436;1436;;;;u
1;Niedersteinheim;;;;1430;1430;MDT;MDT;ei;
2;Niederuflingen (Mosel);;;;1632;1632;WMD;WMD;ei;
2;Niederweis;;;;1497;1497;WMD;WMD;ei;
3;Nienburg;;;;;;;;;
3;Nienburg;;;;NN;NN;NDT;Westfalen;;au
6;Nohn Eifel;;50,330278;6,786667;1586;1586;WMD;WMD;ei;
1;Nordenstat bei Wiesbaden;;50,063889;8,343056;1426;1426;MDT;MDT;;au
6;Nordheim bei Heilbron;;49,108611;9,128611;1495;1495;WOD;Schwaben;i;u
3;Nortrupp bei Osnabrück;;52,28;8,04;1677;1677;NDT;Westfalen;;
1;Nothalden (bei Andlau);;;;NN;NN;Elsass;Elsass;i;
2;Numagen;Neumagen (Mosel);;;NN;NN;WMD;WMD;ei;
2;Nurburg;Nürburg (Eifel);50,342222;6,952222;NN;NN;WMD;WMD;;au
2;Nürburg (Eifel);;50,342222;6,952222;1515;1515;WMD;WMD;;
6;Nürnberg;;;;1365;1294, 1365;;;;au
3;Nussdorf;;48,26;16,36;1450;1450;OOD;AT;;
3;Nussdorf;;;;1450;1450;OOD;Österreich;ei;
5;Nuszdorf (bei Landau);;;;1508;1508;WMD;WMD;i;
4;Ober-Aspach bei Nieder-Aspach;;47,775278;7,1325;1588;1588;Elsass;Elsass;;
6;Ober-Schneidheim bei Marktoffingen;;48,941667;10,365556;1568;1568;WOD;Schwaben;;
4;Ober-Spechbach;;47,68055556;7,216666667;1420;1420;Elsass;Elsass;i;
6;Oberbessenbach;;;;NN;NN;MDT;Franken;i;
5;Oberbuerfn;Oberbüren;47,450002;9,166664;1481;1481;CH;CH;i;u
5;Obercassel Beuel (Bonn gegenüber);;;;NN;NN;WMD;WMD;ei;au
2;Oberdomphan;;;;1542;1542;WMD;WMD;ei;
1;Oberetmenstetten bei Kronau;;;;NN;NN;CH;CH;;u
4;Obereutzen;;47,943611;7,377778;1461;1461;Elsass;Elsass;;
3;Obergundershausen;;50,15;7,49;1771;Abschrift 1771;WMD;WMD;ei;au
1;Oberhachental;;;;NN;NN;Elsass;Elsass;i;
4;Oberhausen;;47,49;9;1393;1393;CH;CH;i_ei;
4;Oberhergheim;;;;1390;Ende 14. Jh.;Elsass;Elsass;i_ei;
4;Oberhilbersheim bei Bingen;;;;NN;NN;MDT;MDT;;
6;Obermendig (bei Mendig);;;;1452;1452;WMD;WMD;ei;
3;Obernaula;Oberaula;;;1462;1462;MDT;Hessen;ei;
4;Oberroden;;;;1550;16. Jh.;MDT;MDT;i;
1;Oberstotzheim (bei Stotzheim);;;;NN;NN;Elsass;Elsass;i_ei;
5;Oberuzwil;;47,42972;9,12306;1436;1436;CH;CH;;u
3;Oberwesseling (bei Bonn);;;;1573;1573;WMD;WMD;ei;
1;Oberwinterthur bei Winterthur;;47,516666;8,768611;1472;1472;CH;CH;i;u
5;Oberwoellstadt;Oberwöllstadt;50;9;1478;1478;MDT;Hessen;;u
2;Ochtendung (Mosel);;;;NN;NN;WMD;WMD;;au
3;Oddenthal (bei Dreieich);;;;NN;NN;MDT;Hessen;ei;
5;Odern (im St. Amarinthal);;;;NN;Abschrift 16. Jh.;Elsass;Elsass;ei;au
4;Offenbach;;50,097222;8,855556;1550;16. Jh.;MDT;MDT;;
5;Offenheim;;49,72555556;8,030277778;1477;vor 1478;Elsass;Elsass;i;
3;Offenthal-Dreieich;;50,02;8,7;1380;1380;MDT;Hessen;;
4;Ohnenheim;;48,18361111;7,507222222;1401;15. Jh. Anfang;Elsass;Elsass;i;
2;Olef bei Scheiden, Dreisborn;;50,543611;6,487222;1546;1546;WMD;WMD;;
4;Ollheim (zwischen Bonn und Euskirchen);;;;NN;NN;WMD;WMD;ei;
5;Olvisheim;;;;1493;1493;Elsass;Elsass;i;u
5;Olvisheim;;;;NN;Abschrift 16. Jh.;Elsass;Elsass;i;
4;Oppenau;;48,47361111;8,159444444;1450;15. Jh.;WOD;Schwaben;ei;au
1;Örbach bei Dierdorf;;50,548889;7,659444;1480;1480;MDT;MDT;;
3;Orenofen (an der Kill);;;;1550;1550;WMD;WMD;ei;
3;Öringen;Öringen;;;1253;1253;MDT;Franken;i;
1;Örlikon;;47,410281;8,544459;NN;NN;CH;CH;;
2;Orschholz (Saar);;;;1560;1560;WMD;WMD;ei;
2;Orschholz (Saar);;;;1560;1560;WMD;WMD;ei;
2;Osann (Mosel);;;;1595;1595;WMD;WMD;ei;
2;Osann (Mosel);;;;1608;1608;WMD;WMD;ei;
1;Ossingen bei Andelfingen;;47,613054;8,727215;1601;1601;CH;CH;;u
1;Ossingen bei Andelfingen;;47,613054;8,727215;NN;NN;CH;CH;;u
1;Osthausen bei Benfelden und Erstein;;;;NN;NN;Elsass;Elsass;;u
1;Ottenheim Ichenheim bei Mahlberg;;;;1452;1452;WOD;Schwarzwald;;u
1;Otterberg (bei Kaiserslautern);;;;1550;16. Jh.;MDT;MDT;ei;
5;Ottersheim Immesheim (bei Harxheim);;;;NN;NN;WMD;WMD;;au
3;Ötting;;;;1577;1577;OOD;Baiern;ei;
2;Palzel und Dilmar;;;;NN;NN;WMD;WMD;ei;
3;Patzmannsdorf;;48,63;16,27;1460;1460;OOD;Österreich;ei;au
3;Peitigau;;47,8;9,79;1435;1435;OOD;Baiern;;
3;Peitigau;;;;1435;1435;OOD;Baiern;ei;
6;Pellenz;;50,38333333;7,35;NN;NN;WMD;WMD;;au
6;Pellenz;;50,38333333;7,35;1461;1461;WMD;WMD;;
6;Pellenz;;50,38333333;7,35;1350;14. Jh.;WMD;WMD;;
2;Pellingen;;49,67472222;6,671111111;1545;1545;WMD;WMD;;
2;Pellingen;;;;1545;1545;WMD;WMD;ei;
2;Pellingen;;;;NN;NN;WMD;WMD;ei;
4;Penningen (Saar);;;;1490;Abschrift Ende 15. Jh.;WMD;WMD;;u
2;Perl;Perl (Mosel) ;;;1468;1468;WMD;WMD;ei;
2;Petermarkt;Dagstuhl;;;1623;1623;WMD;WMD;ei;
1;Petershausen Langslacht heute Landschlacht am Bodensee;;;;NN;NN;CH;CH;;u
3;Peterslahr;;;;1579;1579;WMD;WMD;ei;
2;Peterswald(e) (Mosel);;50,0075;7,289167;1556;1556;WMD;WMD;;
4;Pfaffenschwabenheim Rheinhessen;;;;1601;1601;WMD;WMD;ei;
6;Pfaunloch bei Nördlingen;;48,850696;10,435048;1480;1480;WOD;Schwaben;;au
6;Pfeffers Mannzucht-Rodel bei St Gallen;;47,42356;9,37749;1523;1523;CH;CH;ei;u_au
5;Pfeffingen Phaffans (östl. von Belfort);;;;1344;1344;Elsass;Elsass;i;u
5;Pfettisheim;;;;1340;1340;Elsass;Elsass;ei;
4;Pfinn bei Frauenfeld;;47,596064;8,955703;1502;1502;CH;CH;;
6;Pfloxbach;;;;1537;1537;MDT;Franken;ei;
2;Piesport (Mosel);;49,883056;6,916667;1575;1575;WMD;WMD;ei;au
2;Pleizenhausen bei Simmern;;50,015556;7,569722;1582;1582;WMD;WMD;;
2;Pluwig;;;;1542;1542;WMD;WMD;ei;au
2;Pommern (Mosel);;50,171111;7,273889;1606;1606;WMD;WMD;ei;
5;Pratteln bei Sissach;;;;NN;NN;CH;CH;;
2;Praunweiler;Braunweiler;;;NN;NN;WMD;WMD;ei;au
5;Preinsdorf Preuschdorf;;;;NN;NN;Elsass;Elsass;i_ei;
5;Printzheim;;;;NN;NN;Elsass;Elsass;ei;
2;Pronzfeld (Prüm);;;;1476;1476;WMD;WMD;ei;u_au
2;Protiche;Bruttig-Fankel;;;1468;1468;WMD;WMD;i;
3;Prüm;;;;1639;vor 1640;WMD;WMD;ei;au
2;Püderich (Mosel);;50,041389;7,132222;NN;NN;WMD;WMD;;
2;Pünderich ;;;;NN;NN;WMD;WMD;ei;
5;Qualzenheim;;;;1375;1375;Elsass;Elsass;i;
5;Queichhambach (bei Anweiler und Landau);;;;1382;1382;WMD;WMD;ei;
2;Querscheid (Saar);;;;1466;1466;WMD;WMD;;au
3;Raesfeld;;;;1575;1575;NDT;Westfalen;;au
3;Raitenbuch (bei Weisenburg);;;;NN;NN;OOD;Baiern;ei;
5;Ramberg;;;;1426;1426;WMD;WMD;i;
4;Ramerschmatt;;;;1420;1420;Elsass;Elsass;i;
5;Ramsen (bei Grünstadt);;;;1390;1390;WMD;WMD;i;
2;Ranspach (Saar);;;;1532;1532;WMD;WMD;ei;
6;Raschenberg bei Traunstein;;47,846908;12,784273;1671;1671;OOD;Baiern;;au
1;Rastatt;;;;1370;1370;WOD;Schwarzwald;i;
2;Ravengirsburg bei Simmern Hundsrück;;49,936944;7,478056;1442;1442;WMD;WMD;i;
2;Ravengirsburg bei Simmern Hundsrück;;49,936944;7,478056;1509;1509 Abschrift 1600;WMD;WMD;ei;
6;Ravengirsburg bei Simmern Hundsrück;;49,936944;7,478056;NN;NN;WMD;WMD;ei;
3;Raxendorf;;48,34;15,27;1460;1460;OOD;AT;;
2;Rech;bei Metloch;;;1529;1529;WMD;WMD;ei;
1;Rechtenbach;;49,98472222;9,511111111;NN;NN;WOD;Baden;;
1;Regensberg;;47,484164;8,438887;1501;1501;CH;CH;;
4;Regisheim;;;;1303;1303;Elsass;Elsass;;u
5;Reichartshausen;;49,35694444;8,944444444;1561;1561;WOD;Baden;ei;
4;Reichenburg;;;;1536;1536;CH;CH;;u
6;Reichswald bei Nürnberg;;49,49712;11,184769;1294;1294;MDT;Franken;;
1;Reingau;;49,979021;7,923435;1487;1487;MDT;MDT;;
1;Reingau;;49,979021;7,923435;1324;1324;WMD;WMD;;
1;Reingau Landrecht;;49,979021;7,923435;1390;Ende 14. Jh.;WMD;WMD;;au
4;Reiningen;;47,750556;7,231389;1581;1581;Elsass;Elsass;ei;
5;Reitwiller;;;;NN;Abschrift 16. Jh.;Elsass;Elsass;i;
5;Reitwiller;;;;1250;13. Jh.;Elsass;Elsass;;
2;Remich;;;;1477;1477;WMD;WMD;i;
6;Remlingen bei Wertheim;;49,804444;9,694167;1409;1409;MDT;Franken;;au
2;Retterand (bei Mayen);;50,272011;7,015444;NN;NN;WMD;WMD;;
2;Rhaunen;;;;NN;NN;WMD;WMD;ei;
1;Rheinau bei Schaffhausen;;47,64416;8,60398;NN;NN;CH;CH;ei;
4;Rheingau Land;;49,979021;7,923435;1324;1324;MDT;Hessen;;
6;Rhense Hundsrück;;50,280489;7,618111;NN;NN;WMD;WMD;ei;
5;Ribeauvillé;;48,19527778;7,318333333;1580;1580;Elsass;Elsass;;
4;Richisheim Rixheim;;;;1532;1532;Elsass;Elsass;i;
;Richolt (bei Aachen);;;;1469;1469, Abschrift 1726;NDT;Westfalen;;au
1;Rickenbach (St. Gallen);;;;1495;1495;CH;CH;i;
1;Rickenbach und Schwarzenbach an der Glat;;47,219719;8,153618;1495;1495;CH;CH;;
3;Ried;Harheimer Ried;;;1708;1708;MDT;Hessen;ei;
5;Riehen bei Basel;;;;1413;1413;CH;CH;i;
4;Riespach;;;;1390;Ende 14. Jh.;Elsass;Elsass;i;
4;Riespack bei Altkirch;;47,540556;7,287778;1390;14. Jh. Ende;Elsass;Elsass;;
3;Rietberg;;;;1697;1697;NDT;Westfalen;ei;
2;Rievenich (Mosel);;;;NN;NN;WMD;WMD;;au
;Rimsbach (bei Merzig);;;;1558;1558;MDT;Hessen;;au
2;Riol und Velle (Mosel);;;;1537;1537;WMD;WMD;ei;au
2;Rissenthal (Saar);;;;1620;1620;WMD;WMD;ei;
5;Rittershofen;;48,90361111;7,951666667;1385;1385;Elsass;Elsass;;
2;Röber (Mosel);;;;NN;NN;WMD;WMD;ei;
5;Rodenbach (am Eisbach);;;;NN;NN;WMD;WMD;i;u
5;Rodenbach (bei Hanau);;;;1565;1565;MDT;Hessen;ei;
5;Rodheim;;;;1454;1454;MDT;Hessen;ei;au
1;Roggwil bei Arwangen Bern;;47,241667;7,823623;1450;15. Jh.;CH;CH;i;
5;Romanswiller;;48,64527778;7,406944444;1344;1344;Elsass;Elsass;ei;
5;Romanswiller;;48,64527778;7,406944444;1589;1589;Elsass;Elsass;ei;au
3;Rorbach;;50,31;9,05;1350;14. Jh.;MDT;Hessen;;
1;Rorbas bei Bülach;;47,531665;8,58;1605;1605;CH;CH;;
1;Rorschach am Bodensee;;47,478814;9,493842;1469;1469;CH;CH;i;
6;Rotenfels bei Lohr und Wertheim;;49,890296;9,59018;1494;1494;MDT;Franken;;
5;Rotmonten;;;;1383;1383;CH;CH;i;
6;Rotweil;;48,168056;8,624722;1434;1434;WOD;Schwaben;i_ei;
6;Rotweil;;48,168056;8,624722;1574;1574;WOD;Schwaben;ei;
1;Rotzenhain ;Rotenhain;50,600833;7,8825;1537;1537;MDT;MDT;ei;au
2;Rüdesheim;;49,979021;7,923435;NN;NN;WMD;WMD;;
5;Ruffach;;;;1349;1349;Elsass;Elsass;i;u
4;Rümlang;;;;1503;1503;CH;CH;i;
4;Rümlang;;;;1450;15. Jh.;CH;CH;i;
3;Runkel;;50,41;8,16;1449;1449;MDT;Hessen;;
1;Ruseck (Aargau);;;;1423;1423;CH;CH;i;
2;Saarbrücken;;;;1557;1557;WMD;WMD;ei;
6;Sabershausen (bei Castellaun);;;;1537;1537;WMD;WMD;i;
5;Saint Jean des Choux;;;;1413;1413;Elsass;Elsass;ei;au
3;Sal;Remigiusberg;49,521567;7,438881;1487;1487;MDT;Franken;ei;
2;Salmenror (Esch);;;;1561;1561;WMD;WMD;ei;
3;Salzschlirf;;50,62;9,51;1506;1506;MDT;Hessen;i;
3;Salzschlirf;;50,62;9,51;1748;1748;MDT;Hessen;ei;
1;Sanct Blasien;;47,761944;8,128333;1383;1383;WOD;Schwaben;i;au
4;Sanct Blasien Hof am Schluchsee;;47,761944;8,128333;1373;1373;WOD;Schwaben;;u
4;Sanct Blasien Waldamt;;47,761944;8,128333;1383;1383;WOD;Schwaben;;u
2;Sanct Mattheis bei Trier;;;;1604;1604;WMD;WMD;ei;
1;Sanct Peter (Hochschwarzwald);;48,016389;8,0325;1453;1453-1484;WOD;Schwarzwald;i;u
1;Sandhofen am Rhein bei Mannheim;;49,544695;8,443245;1527;1527;WMD;WMD;ei;au
3;Sandwell bei Horstmar;;52,08;7,31;1566;1566;NDT;Westfalen;;au
