Band;Ort Grimm;Ort XY;Y;X;Jahr eigene;Jahr;Region eigene;Region Grimm;Wein;Haus
4;Sankt Blasisches Waldamt St. Blasien;;47,761944;8,128333;1383;1383;WOD;Schwaben;i;
4;Sansbach;;48,139444;7,617222;1432;1432;WOD;Schwaben;i;
1;Saspach Sasbach;;;;NN;NN;WOD;Schwarzwald;ei;
2;Satzvei;Satzvey;;;1506;1506;WMD;WMD;i;
5;Schaffhausen;Schaffhouse-près-Seltz;;;1507;1507;Elsass;Elsass;ei;
5;Schaffhausen;Schaffhouse-près-Seltz;;;1474;1474;Elsass;Elsass;;
1;Schafheim;Schaafheim;;;1475;1475;MDT;MDT;i;
3;Schaumburg;;52,29;9,21;1720;1720;NDT;Niedersachsen;;
2;Scheidweiler (Mosel);;;;1506;1506;WMD;WMD;ei;au
1;Scherwiller;;;;NN;NN;Elsass;Elsass;ei;au
5;Schiersfeld;;49,69429167;7,763863889;1359;1359;WMD;WMD;ei;au
5;Schifferstadt;;49,38611111;8,376111111;1642;Abschrift 1642;MDT;MDT;;au
5;Schifferstadt;;49,38611111;8,376111111;1501;1501;MDT;MDT;ei;
2;Schillingen Waldweiler;;;;1549;1549;WMD;WMD;;au
3;Schlanders am Etsch;;;;1400;1400;OOD;Tirol;ei;au
3;Schlechtenwegen;;50,54;9,43;1417;1417;MDT;Hessen;;
2;Schleich (Mosel);;;;1508;1508;WMD;WMD;ei;
2;Schleiden (Prüm);;;;1547;1547;WMD;WMD;;au
5;Schlettstadt (Elsass);;;;1583;Abschrift 1583;Elsass;Elsass;;au
5;Schluechtern;Schlüchtern;;;1490;Ende 15. Jh;MDT;MDT;;
5;Schluechtern;Schlüchtern;;;NN;NN;MDT;MDT;i;
5;Schluechtern;Schlüchtern;;;1405;1405;MDT;MDT;;
5;Schneckenbund (ein Niedergericht im Amt Wil);;;;1495;1495;CH;CH;i;
5;Schöllbronn;;48,895;8,420555556;1485;1485;WOD;Baden;;
4;Schönau Sondergüter;;47,786667;7,894167;1352;1352;WOD;Schwaben;;u
4;Schönau Todtnau Wiesenthal;;47,786667;7,894167;1321;1321;WOD;Schwaben;;
4;Schönau Todtnau Wiesenthal;;47,786667;7,894167;1519;1519;WOD;Schwaben;;au
4;Schönau und Todtnau Wiesenthal;;47,786667;7,894167;1373;1373;WOD;Schwaben;;
2;Schöneck (Prüm);;;;NN;NN;WMD;WMD;ei;au
3;Schönfeld;Schernfeld;;;NN;NN;OOD;Baiern;ei;au
3;Schonterfeld Michaelau;Michelau in Oberfranken;;;1469;1469;MDT;Franken;ei;
3;Schontra bei Kissingen;;50,27;9,86;1450;15. Jh.;MDT;Franken;;
3;Schöpplenberg;;51,3;7,45;1399;1399_1403;NDT;Westfalen;;
5;Schotten;;50,5;9;NN;NN;MDT;Hessen;i;
3;Schwalheim;;;;1779;1779;MDT;Hessen;ei;au
1;Schwanheim bei Höchst;;50,086944;8,581944;1421;1421;MDT;MDT;;
1;Schwarzach;;;;1250;13. Jh.;WOD;Schwarzwald;i;
4;Schwarzenrheindorf (gegenüber Bonn);;;;1564;1564;WMD;WMD;ei;
5;Schwarzwald;;48;8;1484;1484;WOD;Baden;;u
2;Schweich (Prüm);;49,819561;6,752217;1517;1517;WMD;WMD;ei;au
2;Schweich (Prüm);;49,819561;6,752217;1563;vor 1563;WMD;WMD;;
5;Schwengenheim (bei Lingenfeld);;;;NN;NN;WMD;WMD;ei;au
3;Sebold;;;;1407;1407;MDT;Hessen;i;
6;Sechtem (bei Bonn und Brühl);;;;NN;NN;WMD;WMD;ei;
3;Seffern;;50,06;6,5;1549;1549;WMD;WMD;;
3;Selbold;;50,18;9,04;1366;1366;MDT;Hessen;;
1;Seligenstadt;;;;1390;1390;MDT;MDT;i;
1;Seligenstadt;;;;1429;1429;MDT;MDT;i;
1;Seligenstadt;;;;1435;1435;MDT;MDT;i;
2;Selrich bei Prüm;;50,229722;6,365833;NN;NN;WMD;WMD;ei;
1;Selse Selz;Selz;;;1310;1310;Elsass;Elsass;i;u
6;Sendelbach;;;;1494;1494;MDT;Franken;;au
6;Sendelbach und Pfloxbach;;;;1537;1537;MDT;Franken;;au
2;Senheim (Mosel);;;;1482;1482;WMD;WMD;ei;
2;Senheim (Mosel);;;;1482;1482;WMD;WMD;ei;
4;Sennheim;;;;1354;1354;Elsass;Elsass;i;
2;Sensweiler;;;;1550;1520–1550;WMD;WMD;;au
5;Sesselsheim;;;;1529;1529;Elsass;Elsass;ei;
3;Seufersburg ;Seifriedsburg;;;NN;NN;MDT;Franken;i;
5;Seulenberg;;50;9;1484;1484;MDT;Hessen;;
3;Sickte;;;;1571;1571;NDT;Niedersachsen;ei;au
3;Sieben freie Hagen;Hagenburg;;;NN;NN;NDT;Niedersachsen;;au
4;Sierenz bei Hüningen und Mühlhausen;;47,655556;7,455833;1425;1425;Elsass;Elsass;;
4;Siffersheim (Rheinhessen);;;;NN;NN;WMD;WMD;ei;
1;Siglingen;;;;1470;1470;MDT;MDT;i;
1;Sigmonswald(e) bei Waldkirch;;48,100278;8,055833;NN;NN;WOD;Baden;;u
4;Sigolsheim;;;;1407;1407;Elsass;Elsass;i;
1;Sigolzheim;;;;1320;1320;Elsass;Elsass;i;
2;Sinzenich;Sinzig;50,66;6,648056;1650;17.Jh.;WMD;WMD;ei;au
2;Sinzig;;50,66;6,648056;1550;16. Jh.;WMD;WMD;;au
4;Soden Weistumb Soden am Sulzbach;;49,926722;9,2162;1634;1634;MDT;MDT;ei;au
5;Sommeri;;47,566665;9,283335;1474;1474;CH;CH;;
2;Spang (Eifel);;;;1518;1518;WMD;WMD;ei;
1;Speckbach bei Altkirch;;47,671111;7,229167;NN;NN;Elsass;Elsass;;u
6;Speicher (Eifel);;;;1539;1539;WMD;WMD;i;
5;Spesbach;;;;1570;1570;WMD;WMD;ei;
6;Sponheim oder Spanheim, Kloster;;49,845833;7,726389;1488;1488;WMD;WMD;i;
2;Sprendlingen;;49,86166667;7,9875;NN;NN;WMD;WMD;;
5;Sprendlingen (zw. Frankfurt und Darmstadt);;;;1579;1579;MDT;Hessen;ei;au
4;St. Catharina Dinghof Hochenburg;;48,081111;7,355;1514;1514;Elsass;Elsass;;
6;St. Clarenkloster zu München;;48,133667;11,571789;1550;16. Jh.;OOD;Baiern;;
6;St. Gangolf (Saarland);;;;1489;1489;WMD;WMD;i;
4;St. Gilgen Thürkheim;;48,086389;7,280556;1350;14. Jh.;Elsass;Elsass;i;
6;St. Goar;;;;NN;NN;WMD;WMD;ei;
5;St. Hippolyte;;;;NN;NN;Elsass;Elsass;i;
4;St. Lücker zwischen Hirtzbach und Carspach;;47,596667;7,222222;1448;1448;Elsass;Elsass;;
4;St. Lükart;;47,596667;7,222222;1354;1354;Elsass;Elsass;i;
4;St. Lükart;;47,596667;7,222222;1772;1772;Elsass;Elsass;ei;
2;St. Mattheis bei Trier;;49,738056;6,631944;1604;1604;WMD;WMD;;
6;St. Trudbert;;;;1450;15. Jh.;WOD;Schwarzwald;i;u
1;Stäfner am Zürcher See;;;;1450;15. Jh.;CH;CH;i;
1;Steimel;;50,617778;7,627778;1670;1670;MDT;MDT;ei;
5;Steinach (St. Gallen);;;;1462;1462;CH;CH;;u
3;Steinbach;;50,55;8,78;1492;1492;MDT;Hessen;;au
5;Steinbach am Donnersberg;;;;1566;1566;WMD;WMD;i;
2;Steinecken;Schönecken;;;1506;1506;WMD;WMD;ei;
4;Steinen;;;;1413;1413;WOD;Schwarzwald;;u
6;Steinfeld Rotfels;;49,046763;8,038642;1494;1494;MDT;Franken;ei;
4;Steinheim;;50,106389;8,913611;1550;16. Jh.;WOD;NDT;;
4;Steinwedel;;52,410003;9,990508;1500;1500;NDT;Niedersachsen;;
4;Steinwedel;;52,410003;9,990508;1512;1512;NDT;Niedersachsen;;u
4;Steinwedel Wald;;52,410003;9,990508;1558;1558;NDT;Niedersachsen;;au
;Steinwendel, Steinwendler Wald;;;;1530;1530;NDT;Niedersachsen;;au
5;Sternatingen;;;;1443;1443;WOD;Schwarzwald;i;u
5;Stetten;;50;8;1521;1521;MDT;Hessen;;
6;Stetten (bei Hartheim);;;;1409;1409;MDT;Franken;;
6;Stetten (bei Hartheim);;;;1422;1422;MDT;Franken;;u
1;Stollhofen;;48,766034;8,049202;NN;NN;WOD;Baden;;
2;Stotzheim bei Hardt;;50,628611;6,812222;1622;1622;WMD;WMD;;au
1;Strassheim;Straßenheim (bei Mannheim);;;1484;1484;MDT;MDT;ei;
1;Strassheim;;;;1533;1533;WOD;Schwarzwald;ei;
3;Strohn (Eifel);;50,11;6,92;1510;1510;WMD;Moselfränkisch;;
5;Struth;;49;7;1585;1585;Elsass;Elsass;i;
6;Struth bei Kirn;;;;1565;1565;MDT;MDT;ei;
3;Stumm;;47,29;11,89;1450;15. Jh.;OOD;Tirol;ei;au
4;Sulzbach;Soppe-le-Bas;;;1507;1507;Elsass;Elsass;ei;
1;Sulzbach;;;;1408;1408;MDT;MDT;ei;
5;Sulze;;47,885833;7,229167;1300;1300;Elsass;Elsass;i;
5;Sulze;;47,885833;7,229167;1574;1574;Elsass;Elsass;ei;
4;Sulzmatt;;;;1450;15. Jh.;Elsass;Elsass;i;u
1;Sundhaus bei Schletstadt;;;;NN;NN;Elsass;Elsass;;u
5;Sundhausen;;51,15694444;10,71583333;NN;NN;Elsass;Elsass;i;
4;Sundhofen;;48,04333333;7,413611111;NN;NN;Elsass;Elsass;i_ei;
1;Swindrazheim;Schwindratzheim;;;NN;NN;Elsass;Elsass;i;
1;Swindrazheim bei Brumat und Buchsweilser;;48,756944;7,601667;NN;NN;Elsass;Elsass;;
3;T, Hofmark zu T;;;;1554;1554;OOD;Baiern;;au
2;Taben (Saar);;;;1486;1486;WMD;WMD;ei;
1;Tablatt bei St Gallen;;47,4369;9,405;1471;1471;CH;CH;i;
4;Tägerwylen;;47,655558;9,131383;1447;1447;CH;CH;ei;au
2;Talfank bei Trier;;;;1505;1505;WMD;WMD;;u
1;Tanneg und Fischingen (Thurgau);;47,4282;8,947;1432;1432;CH;CH;;
4;Tätwil Aargau;;47,45259;8,28515;1456;1456;CH;CH;i;u
2;Tavern bei Grevenmachern;;49,679433;6,449722;1680;1680;WMD;WMD;;
2;Temmels;;;;1594;1594;WMD;WMD;ei;
5;Tessenberg;;47;7;1352;1352;CH;CH;;u
1;Tettingen;;;;NN;NN;WOD;Baden;;u
4;Thalweil;;47,29142;8,56556;1390;14. Jh. Ende;CH;CH;;u
1;Thalweis, Oberrieden, Langnau;;47,29142;8,56556;1572;1572;CH;CH;;
4;Thayngen bei Schaffhausen;;47,746827;8,708725;1444;1444;CH;CH;i;u
6;Theilheim (bei Würzburg);;;;1473;1473;MDT;Franken;ei;
6;Theres am Main (bei Schweinfurt);;;;NN;NN;MDT;Franken;ei;
4;Thiengen (bei Waldshut);;;;1301;1301;WOD;Schwarzwald;;u
6;Thierhaupten;;48,56666667;10,91666667;1475;1475;OOD;Baiern;;
3;Tholey;;49,48;7,04;1450;1450;WMD;Moselfränkisch;ei;
3;Tholey;;;;1587;1587;WMD;WMD;ei;
6;Thron;;;;NN;Abschrift 16. Jh.;WMD;WMD;i;u
5;Thundorf;;50,2;10;1463;1463;CH;CH;i;u
1;Thürlinden Thurgau;;47,44749;9,06074;1458;1458;CH;CH;;
4;Tobel;;47,5166;9,0337;1492;1492;CH;CH;;u
4;Todtnau;;;;1321;1321;WOD;Schwarzwald;;u
3;Tollnstein;Dollnstein;;;1412;1412;OOD;Baiern;ei;
1;Töss zwischen Zürich und Winterthur;;47,490833;8,707222;1536;1536;CH;CH;;u
3;Tostede;Tostedt;;;1534;1534;NDT;Niedersachsen;;u
1;Trebur;;;;NN;NN;MDT;MDT;ei;
1;Treyse Drais FAKE (Werkmüller 1972: 163);;;;1489;1489;;;;
4;Treyssen;;;;1526;1526;WMD;WMD;ei;
2;Trier;;;;1565;1565;WMD;WMD;i;
2;Trier;;;;1680;1680;WMD;WMD;ei;
2;Trier;;;;1550;16. Jh.;WMD;WMD;ei;
2;Trittenheim;;;;1532;1532;WMD;WMD;ei;
2;Trittenheim;;;;NN;NN;WMD;WMD;ei;
6;Trochtelfingen bei Nördlingen;;48,308056;9,244444;1668;1668;WOD;Schwaben;i_ei;au
6;Trochtelfingen bei Nördlingen;;48,308056;9,244444;1416;1416;WOD;Schwaben;;
6;Trochtelfingen bei Nördlingen;;48,308056;9,244444;1450;15. Jh.;WOD;Schwaben;;u
6;Trochtelfingen bei Nördlingen;;48,308056;9,244444;1501;16. Jh. Anfang;WOD;Schwaben;;
3;Trostberg;;48,03;12,56;1326;1326;OOD;Baiern;;
5;Truongen (St. Gallen);;;;1435;1435;CH;CH;;u
4;Turkheim;Türkheim;;;1422;1422;Elsass;Elsass;i;u
6;Twann;;47,0947;7,1562;1426;1426;CH;CH;i;u
1;Twann am Bielersee;;47,0947;7,1562;1426;1426;CH;CH;ei;
5;Ueberlingen;Überlingen;;;1450;15. Jh;WOD;Baden;;u
5;Uelfingen (bei Bern);;;;1352;1352;CH;CH;;u
5;Ueszlingen;Uesslingen;47,5816;8,8327;1420;1420;CH;CH;i;u
5;Ueszlingen;Uesslingen;47,5816;8,8327;1431;1431;CH;CH;;u
5;Uffrieth;;49;7;1528;1528;Elsass;Elsass;i;
3;Ufhausen bei Eiterfeld;;50,76;9,8;1501;1501;MDT;Hessen;i;
3;Ufhausen bei Eiterfeld;;50,76;9,8;1511;1511;MDT;Hessen;i;
6;Ulflingen bei Clervau/Clerf;;50,121536;6,000414;1575;1575;WMD;WMD;ei;
3;Ulmbach (bei Steinau);;;;1415;1415;MDT;Hessen;;u
3;Umhausen;;47,14;10,93;NN;NN;OOD;AT;;
3;Umhausen Ötzthal;;;;NN;NN;OOD;Tirol;ei;
6;Unter- und Oberschippach bei Klingenberg;;49,670721;9,31655;1594;1594;MDT;Franken;;
6;Unter-Pleichfeld, Esleben, Kuernach bei Würzburg;;49,866667;10,05;1400;1400;MDT;Franken;;u
5;Urbeisthal (bei Hachinette);;;;1536;1536;Elsass;Elsass;ei;u_au
2;Urmersbach (Mosel);;;;1573;1573 Abschrift 1630;WMD;WMD;ei;
3;Urpsingen;;;;1545;1545 Abschrift 1633;MDT;Franken;;au
2;Ursfeld (Eifel);;50,255556;7,013889;1559;1559;WMD;WMD;ei;
2;Ürzig (Mosel);;49,982222;7,005278;1565;1565;WMD;WMD;i_ei;au
2;Ürzig (Mosel);;49,982222;7,005278;1568;1568;WMD;WMD;ei;au
2;Ürzig (Mosel);;49,982222;7,005278;1686;1686;WMD;WMD;ei;
1;Usingen;;;;NN;NN;WOD;Schwarzwald;;u
1;Ütenheim;Ittenheim;;;1550;16. Jh.;Elsass;Elsass;i;
1;Ütenheim = Ittemheim bei Strasbourg und Wangen;;48,604167;7,594444;1550;16. Jh.;Elsass;Elsass;;
2;Valwig (zwischen Bruttig und Cochem);;;;1598;1598;WMD;WMD;ei;
2;Veihe;Weyer (Mechernich);;;1395;1395;WMD;WMD;i;
3;Vilbel;;50,18;8,74;1453;1453;MDT;Hessen;;
6;Villen Vylen (westl. von Aachen);;;;1506;1506;WMD;WMD;i;
6;Vilseck bei Amberg Oberpfalz;;49,610833;11,805278;1410;1410;MDT;Franken;;au
4;Virnheim;;;;1562;1562-1568;MDT;MDT;ei;au
4;Volgelsheim bei Neubreisach;;48,015833;7,547778;1390;14. Jh. Ende;Elsass;Elsass;;
4;Volkersen;;;;1530;1530;NDT;Niedersachsen;;u
4;Volkersen;;;;1526;1526;NDT;Niedersachsen;;u
3;Vorholz (bei Derneburg, Holle);;;;NN;NN;NDT;Niedersachsen;;au
3;Vttingen;Uttingen;49,8;9,73;1410;1410;MDT;Franken;i;
2;Wadegassen ;Wadgassen;;;NN;NN;WMD;WMD;i;
1;Wagenhausen (bei Stein am Rhein);;;;1491;1491;CH;CH;ei;au
1;Waldau bei Espach;;;;NN;NN;WOD;Baden;;u
2;Waldesch;;50,2825;7,545;1722;1722;WMD;WMD;;
1;Waldolvisheim;Wittelsheim;;;1612;1612;Elsass;Elsass;ei;
5;Wallhaben (bei Landstuhl);;;;1585;1585;WMD;WMD;ei;
1;Walmenach (bei Goarshansen);;;;NN;NN;MDT;MDT;ei;
2;Walmersheim (Mosel/Eifel);;50,203889;6,529444;NN;NN;WMD;WMD;ei;au
2;Walmünster (Saar);;;;1497;1497;WMD;WMD;ei;
2;Walsdorf;;;;1514;1514;WMD;WMD;;au
5;Waltorf Jetzt Bosselshausen;Bosselshausen;49;7,5111;1538;1538;Elsass;Elsass;ei;
5;Wangen (Elsass);;;;NN;NN;Elsass;Elsass;ei;
4;Wangen in der March (Schwyz);;;;1436;1436;CH;CH;;u
4;Wäningen;;;;NN;NN;CH;CH;i;
3;Wartenstein;;;;NN;NN;OOD;Österreich;ei;
3;Wartmansrode;;50,17;9,79;NN;NN;MDT;Franken;;au
5;Wasselnheim Brechlingen;;48,6375;7,448333333;1529;1529;Elsass;Elsass;ei;u_au
5;Wasserburg;;49;8;1441;1441;Elsass;Elsass;;
6;Wasserburg;;48,003056;7,158333;NN;NN;Elsass;Elsass;i;
3;Wassergericht;;;;1611;1611;MDT;Hessen;ei;au
5;Wattwil;;47;9;1500;um 1500;CH;CH;;
4;Wattwiller bei Thann;;47,836389;7,180278;1397;1397;Elsass;Elsass;i;
2;Wavern Hamm (Saar);;;;1561;1561;WMD;WMD;ei;
5;Webenheim Minbach (bei Blieskastel);;;;1476;1476;WMD;WMD;ei;
6;Webern bei Lindenfels Odenwald;;49,753611;8,755556;1566;1566;MDT;MDT;ei;
1;Weggis bei Lucern;;;;1301;Anfang 14.Jh.;;;;u
2;Weidelbach ;Altweidelbach;;;NN;NN;WMD;WMD;ei;
4;Weidenhahn;;;;1578;1578;WMD;WMD;ei;au
5;Weidenthal (bei Kaiserslautern und Neustadt);;;;1448;1448;WMD;WMD;ei;au
2;Weier (bei Zingsheim);;;;NN;NN;WMD;WMD;ei;au
5;Weil bei Riehen;;;;1413;1413;CH;CH;i;
6;Weiler zwischen Lindau und Immenstadt;;47,583333;9,933333;1532;1532;WOD;Schwaben;ei;
5;Weilerbach Ramstein Steinwenden;;;;NN;NN;WMD;WMD;;au
2;Weilerswist bei Lechenich;;50,7525;6,837778;NN;NN;WMD;WMD;ei;au
4;Weinfelden (Thurgau);;;;1474;1474;CH;CH;;au
4;Weinsheim bei Kreuznach;;49,8375;7,766944;NN;NN;WMD;WMD;;
4;Weiterstadt;;;;1484;1484;WOD;Schwarzwald;i;
1;Weitnau;;;;1344;1344;WOD;Schwarzwald;i;u
4;Weldorf bei Jülich;;50,95;6,416667;1704;1704;WMD;WMD;;
1;Wellhausen im Thurgau;;47,574;8,946;NN;NN;CH;CH;ei;au
3;Welmich;;50,17;7,69;1509;1509;WMD;WMD;;
6;Welschbillich (bei Trier);;;;1585;1585;WMD;WMD;ei;
6;Wendelsheim (bei Alzey);;;;1526;1526;WMD;WMD;ei;
6;Wenigen-Umstadt;;;;1530;1530;MDT;MDT;ei;
3;Wenigern bei Volmerstein;;51,37;7,38;NN;NN;NDT;Westfalen;;
3;Werdenfels;;47,52;11,1;1431;1431;OOD;Baiern;;
4;Werentzhausen bei Altkirch;;47,516944;7,3575;1420;1420;Elsass;Elsass;i;
3;Werne an der Lippe;;51,67;7,62;1569;1569;NDT;Westfalen;;
5;Werschwylen;;48;9;NN;NN;CH;CH;;u
1;Westerwald;;;;1495;1495;MDT;MDT;i;
3;Westrenwald;Westerwald (kein Ort);;;1682;1682;NDT;Westfalen;;au
5;Wettingen;;47,46586;8,32666;1694;1694;CH;CH;;u
5;Wettingen;;47,46586;8,32666;1457;1457;CH;CH;;
5;Wettingen;;47,46586;8,32666;1488;1488;CH;CH;;
3;Wicker;;50,03;8,4;1553;1553;MDT;Hessen;;
4;Wiedensohlen;;;;1364;1364;Elsass;Elsass;i;u
4;Wiedikon bei Greifensee;;47,361944;8,514722;1450;15. Jh.;CH;CH;i;u
2;Wiesbaum bei Hillesheim;;50,340683;6,669875;1575;1575;WMD;WMD;;
1;Wiesendangen bei Winterthur;;;;1473;1473;CH;CH;;u
4;Wigoltingen;;47,59999722;9,016655556;1403;1403;CH;CH;;u
2;Wildenburg (Eifel);;;;1650;17.Jh.;WMD;WMD;ei;
5;Wildenhaus (bei Wallenstadt);;;;NN;NN;CH;CH;;au
3;Wildenschönau;;48,55;12,57;1440;1440;OOD;Baiern;;
3;Wildenschönau;;;;1440;1440;OOD;Baiern;ei;
5;Wilgartswiesen;;49,20916667;7,879444444;NN;NN;MDT;MDT;;au
4;Wilr Wir Weiler im Thal;;;;1490;Ende 15. Jh.;Elsass;Elsass;;
3;Wimberg;;48,28;15,06;1567;1567;OOD;AT;;
3;Wimberg;;;;1566;vor 1567;OOD;Baiern;ei;
3;Wincheringen (Mosel);;;;1550;16. Jh.;WMD;WMD;i;
1;Winden;;;;1658;1658;MDT;MDT;ei;
6;Winhering bei Neuötting;;48,266667;12,65;1402;zwischen 1402 und 1450;OOD;Baiern;ei;
6;Winhering bei Neuötting;;48,266667;12,65;1594;1594;OOD;Baiern;;au
3;Winnerod;;;;1561;1561;MDT;Hessen;ei;
4;Winsen (Mündung Örtze in die Aller);;;;1634;1634;NDT;Niedersachsen;i;au
1;Winterrauch (am Neckar);;;;1507;1507;WOD;Schwarzwald;ei;
5;Winzenberg (St. Gallen);;;;1450;15. Jh;CH;CH;;u
4;Wipkingen;;47,39267;8,523429;1450;15. Jh.;CH;CH;;u
6;Wir bei Horburg;;48,079444;7,394444;1598;1598;Elsass;Elsass;i;
2;Wirf (Eifel);;;;1565;1565;WMD;WMD;ei;
2;Wirf (Eifel);;;;1565;1565;WMD;WMD;ei;
5;Wirtheim;;50,2225;9,262777778;1361;1361;MDT;Hessen;;
3;Wirzburg;Würzburg;;;1350;Mitte 14. Jh. ;MDT;Franken;ei;
5;Wische und Storßbach im Bruschtal (Elsass);;;;NN;NN;Elsass;Elsass;;u
3;Wisenfeld (bei Lohr);;;;1351;1351;MDT;Hessen;;au
3;Wising;;47,51;12,06;NN;NN;OOD;AT;;
3;Wising (bei Angath);;;;NN;NN;OOD;Tirol;ei;
4;Witzenheim;;;;1566;1566-1652;Elsass;Elsass;ei;
2;Wolf;Wolf (Traben-Trarbach) ;;;1450;15. Jh.;WMD;WMD;i;
2;Wolf bei Cröve (Mosel);;49,978563;7,103908;1490;15. Jh. Ende;WMD;WMD;i;
2;Wolf bei Cröve (Mosel);;49,978563;7,103908;1435;1435;WMD;WMD;;
4;Wolfschwiler;;;;1438;1438;Elsass;Elsass;;u
1;Wolksheim;Wolxheim;;;NN;NN;Elsass;Elsass;ei;au
5;Wollen;Wollen;47;8;1406;1406;CH;CH;i;
5;Wollen;Wollen;47;8;1562;1562;CH;CH;;
4;Wollerau Pfäffikon;;47,195826;8,719449;1484;1484;CH;CH;i;
4;Wörrstadt (bei Alzey);;;;1350;14. Jh.;WMD;WMD;ei;
1;Wrazhoven;Westhoffen;;;NN;NN;Elsass;Elsass;i;
1;Wrazhoven;;;;NN;NN;Elsass;Elsass;i;
2;Wulferscheid (Mosel);;;;1507;1507;WMD;WMD;ei;
1;Wyler (in der Treisamgegend);;47,982778;7,963889;NN;NN;WOD;Baden;;u
1;Zarten;;;;1397;1397;WOD;Schwarzwald;i;u
2;Zedingen;;;;1534;1534;WMD;WMD;ei;
4;Zillisheim;;47,69527778;7,295555556;1594;1594;Elsass;Elsass;ei;
6;Zilschlacht;;47,5233;9,2604;1576;1576;CH;CH;ei;u_au
6;Zilshausen (bei Caszellaun);;;;NN;NN;WMD;WMD;ei;
1;Zimersheim (bei Habsheim);;;;1483;1483;Elsass;Elsass;i;
4;Zimmerbach bei Münster;;48,072778;7,236944;1450;15. Jh.;Elsass;Elsass;i;
2;Zinxheim;Zingsheim;;;1622;1622;WMD;WMD;ei;
2;Zinxheim bei Schleiden und Münstereifel;;50,508611;6,657222;1622;1622;WMD;WMD;;
5;Zuckerriet (St. Gallen);;;;1430;1430;CH;CH;;u
6;Zuelpich Zülpich;;;;NN;NN;WMD;WMD;ei;
5;Zuozwil;;;;1488;1488;CH;CH;i;u
2;Zurmühlen (Mosel);;;;1506;1506;WMD;WMD;ei;
1;Züsch bei Hermanskell und Achtelsbach;;49,648522;7,006139;1592;1592;WMD;WMD;;
1;Zusendorf;;;;NN;NN;Elsass;Elsass;ei;
1;Zwingenberg Bergstraße bei Malchenberg;;49,7225;8,613889;1688;zwischen 1688 und 1739;MDT;MDT;;
3;Zwischen der Eiche;Klingenberg am Main;;;NN;NN;MDT;Franken;ei;
